ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
48	11	1	2	0.000000	48.545455	11.363636	0.000000	0.000000	0	0	0
49	1	1	2	0.000000	53.000000	33.000000	0.000000	0.000000	0	0	0
50	3	2	1	0.000000	42.333333	34.333333	0.000000	0.000000	0	0	0
51	1	3	1	0.000000	41.000000	36.000000	0.000000	0.000000	0	0	0
52	1	3	1	0.000000	40.000000	35.000000	0.000000	0.000000	0	0	0
53	3	3	1	0.000000	40.333333	36.666667	0.000000	0.000000	0	0	0
54	3	2	1	0.000000	38.333333	38.000000	0.000000	0.000000	0	0	0
55	1	2	1	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
56	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
57	1	1	2	0.000000	40.000000	32.000000	0.000000	0.000000	0	0	0
58	6	2	2	0.000000	41.666667	15.500000	0.000000	0.000000	0	0	0
59	2	1	1	0.000000	44.000000	28.500000	0.000000	0.000000	0	0	0
60	8	1	2	0.000000	50.000000	35.375000	0.000000	0.000000	0	0	0
61	1	1	2	0.000000	51.000000	37.000000	0.000000	0.000000	0	0	0
62	2	2	2	0.000000	52.500000	39.000000	0.000000	0.000000	0	0	0
63	2	1	1	0.000000	56.500000	32.000000	0.000000	0.000000	0	0	0
64	3	2	2	0.000000	55.666667	35.000000	0.000000	0.000000	0	0	0
65	4	2	2	0.000000	54.000000	30.750000	0.000000	0.000000	0	0	0
66	1	1	1	0.000000	52.000000	28.000000	0.000000	0.000000	0	0	0
67	3	2	3	0.000000	54.333333	29.333333	0.000000	0.000000	0	0	0
68	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
69	3	1	1	0.000000	54.000000	2.000000	0.000000	0.000000	0	0	0
70	2	2	1	0.000000	52.000000	35.500000	0.000000	0.000000	0	0	0
71	4	2	2	0.000000	49.500000	25.000000	0.000000	0.000000	0	0	0
72	9	2	2	0.000000	53.444444	17.333333	0.000000	0.000000	0	0	0
73	1	1	1	0.000000	55.000000	39.000000	0.000000	0.000000	0	0	0
74	4	1	1	0.000000	49.250000	36.250000	0.000000	0.000000	0	0	0
75	2	2	1	0.000000	51.000000	34.500000	0.000000	0.000000	0	0	0
76	1	2	1	0.000000	48.000000	34.000000	0.000000	0.000000	0	0	0
77	2	2	1	0.000000	52.500000	34.500000	0.000000	0.000000	0	0	0
78	4	1	2	0.000000	55.750000	36.000000	0.000000	0.000000	0	0	0
79	1	1	1	0.000000	57.000000	34.000000	0.000000	0.000000	0	0	0
80	1	2	2	0.000000	57.000000	36.000000	0.000000	0.000000	0	0	0
81	3	1	1	0.000000	53.000000	39.666667	0.000000	0.000000	0	0	0
82	5	1	1	0.000000	54.000000	42.800000	0.000000	0.000000	0	0	0
83	16	2	2	0.000000	57.000000	6.500000	0.000000	0.000000	0	0	0
84	1	1	1	0.000000	57.000000	37.000000	0.000000	0.000000	0	0	0
85	1	2	2	0.000000	58.000000	35.000000	0.000000	0.000000	0	0	0
86	5	3	1	0.000000	56.200000	31.400000	0.000000	0.000000	0	0	0
87	5	1	2	0.000000	55.000000	38.400000	0.000000	0.000000	0	0	0
88	28	2	1	0.000000	50.964286	27.571429	0.000000	0.000000	0	0	0
89	3	1	1	0.000000	41.000000	30.000000	0.000000	0.000000	0	0	0
90	10	1	1	0.000000	45.500000	33.600000	0.000000	0.000000	0	0	0
91	18	1	2	0.000000	43.777778	30.722222	0.000000	0.000000	0	0	0
92	3	1	2	0.000000	47.666667	34.666667	0.000000	0.000000	0	0	0
93	3	1	1	0.000000	39.666667	37.666667	0.000000	0.000000	0	0	0
94	1	2	1	0.000000	42.000000	42.000000	0.000000	0.000000	0	0	0
95	2	1	2	0.000000	50.000000	44.000000	0.000000	0.000000	0	0	0
96	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
97	2	2	1	0.000000	42.000000	1.000000	0.000000	0.000000	0	0	0
98	1	1	2	0.000000	47.000000	35.000000	0.000000	0.000000	0	0	0
99	2	3	1	0.000000	48.000000	30.000000	0.000000	0.000000	0	0	0
100	1	3	1	0.000000	47.000000	32.000000	0.000000	0.000000	0	0	0
101	1	2	1	0.000000	44.000000	29.000000	0.000000	0.000000	0	0	0
102	1	2	1	0.000000	43.000000	31.000000	0.000000	0.000000	0	0	0
103	10	2	1	0.000000	39.400000	32.500000	0.000000	0.000000	0	0	0
104	1	2	1	0.000000	37.000000	37.000000	0.000000	0.000000	0	0	0
105	1	1	1	0.000000	36.000000	35.000000	0.000000	0.000000	0	0	0
106	1	1	3	0.000000	38.000000	37.000000	0.000000	0.000000	0	0	0
107	1	3	1	0.000000	26.000000	20.000000	0.000000	0.000000	0	0	0
108	1	3	1	0.000000	23.000000	18.000000	0.000000	0.000000	0	0	0
109	1	2	1	0.000000	22.000000	18.000000	0.000000	0.000000	0	0	0
110	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
111	1	1	2	0.000000	31.000000	25.000000	0.000000	0.000000	0	0	0
112	4	1	2	0.000000	51.000000	35.250000	0.000000	0.000000	0	0	0
113	1	1	1	0.000000	50.000000	34.000000	0.000000	0.000000	0	0	0
114	1	2	2	0.000000	53.000000	35.000000	0.000000	0.000000	0	0	0
115	9	2	1	0.000000	58.777778	40.222222	0.000000	0.000000	0	0	0
116	5	1	1	0.000000	60.000000	42.000000	0.000000	0.000000	0	0	0
117	1	1	2	0.000000	61.000000	38.000000	0.000000	0.000000	0	0	0
118	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
119	1	2	2	0.000000	45.000000	35.000000	0.000000	0.000000	0	0	0
120	1	2	1	0.000000	43.000000	35.000000	0.000000	0.000000	0	0	0
121	1	2	1	0.000000	41.000000	33.000000	0.000000	0.000000	0	0	0
122	1	2	1	0.000000	38.000000	32.000000	0.000000	0.000000	0	0	0
123	1	3	1	0.000000	37.000000	32.000000	0.000000	0.000000	0	0	0
124	2	2	1	0.000000	33.500000	30.500000	0.000000	0.000000	0	0	0
125	1	2	1	0.000000	31.000000	29.000000	0.000000	0.000000	0	0	0
126	1	2	2	0.000000	30.000000	28.000000	0.000000	0.000000	0	0	0
127	1	3	2	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
128	15	1	1	0.000000	1.333333	1.333333	0.000000	0.000000	0	0	0
129	1	1	1	0.000000	45.000000	32.000000	0.000000	0.000000	0	0	0
130	4	2	2	0.000000	46.000000	29.500000	0.000000	0.000000	0	0	0
131	1	2	1	0.000000	35.000000	20.000000	0.000000	0.000000	0	0	0
132	1	2	1	0.000000	32.000000	18.000000	0.000000	0.000000	0	0	0
133	1	2	1	0.000000	31.000000	20.000000	0.000000	0.000000	0	0	0
134	1	1	1	0.000000	30.000000	19.000000	0.000000	0.000000	0	0	0
135	2	2	1	0.000000	77.500000	25.500000	0.000000	0.000000	0	0	0
136	1	3	1	0.000000	76.000000	28.000000	0.000000	0.000000	0	0	0
137	2	1	1	0.000000	26.500000	26.500000	0.000000	0.000000	0	0	0
138	1	1	2	0.000000	26.000000	24.000000	0.000000	0.000000	0	0	0
139	1	2	3	0.000000	30.000000	28.000000	0.000000	0.000000	0	0	0
140	3	1	1	0.000000	27.666667	24.333333	0.000000	0.000000	0	0	0
141	1	1	3	0.000000	30.000000	26.000000	0.000000	0.000000	0	0	0
142	1	1	2	0.000000	31.000000	25.000000	0.000000	0.000000	0	0	0
143	1	1	2	0.000000	31.000000	25.000000	0.000000	0.000000	0	0	0
144	1	1	2	0.000000	31.000000	25.000000	0.000000	0.000000	0	0	0
145	1	1	2	0.000000	33.000000	28.000000	0.000000	0.000000	0	0	0
146	2	1	2	0.000000	32.000000	26.000000	0.000000	0.000000	0	0	0
147	25	1	2	0.000000	35.320000	21.760000	0.000000	0.000000	0	0	0
148	1	2	1	0.000000	40.000000	25.000000	0.000000	0.000000	0	0	0
149	4	1	1	0.000000	47.750000	32.500000	0.000000	0.000000	0	0	0
150	4	1	2	0.000000	49.750000	29.500000	0.000000	0.000000	0	0	0
151	1	1	2	0.000000	48.000000	28.000000	0.000000	0.000000	0	0	0
152	7	1	2	0.000000	46.285714	26.285714	0.000000	0.000000	0	0	0
153	1	1	2	0.000000	49.000000	30.000000	0.000000	0.000000	0	0	0
154	2	2	1	0.000000	52.000000	38.000000	0.000000	0.000000	0	0	0
155	7	2	1	0.000000	40.714286	25.714286	0.000000	0.000000	0	0	0
156	2	3	2	0.000000	43.000000	33.000000	0.000000	0.000000	0	0	0
157	1	1	2	0.000000	48.000000	33.000000	0.000000	0.000000	0	0	0
158	1	2	2	0.000000	46.000000	31.000000	0.000000	0.000000	0	0	0
159	2	1	1	0.000000	48.000000	30.000000	0.000000	0.000000	0	0	0
160	2	2	2	0.000000	47.000000	31.000000	0.000000	0.000000	0	0	0
161	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
162	2	2	2	0.000000	47.500000	34.000000	0.000000	0.000000	0	0	0
163	2	1	2	0.000000	48.000000	32.000000	0.000000	0.000000	0	0	0
164	5	2	1	0.000000	50.600000	10.000000	0.000000	0.000000	0	0	0
165	2	1	1	0.000000	49.500000	30.000000	0.000000	0.000000	0	0	0
166	10	1	2	0.000000	48.200000	15.800000	0.000000	0.000000	0	0	0
167	13	1	2	0.000000	43.230769	24.923077	0.000000	0.000000	0	0	0
168	6	1	3	0.000000	51.833333	32.000000	0.000000	0.000000	0	0	0
169	6	2	2	0.000000	54.833333	39.666667	0.000000	0.000000	0	0	0
170	20	2	1	0.000000	56.800000	17.050000	0.000000	0.000000	0	0	0
171	2	1	1	0.000000	57.000000	42.500000	0.000000	0.000000	0	0	0
172	9	1	1	0.000000	48.555556	36.777778	0.000000	0.000000	0	0	0
173	2	1	2	0.000000	44.500000	31.000000	0.000000	0.000000	0	0	0
174	1	1	2	0.000000	46.000000	32.000000	0.000000	0.000000	0	0	0
175	1	1	2	0.000000	50.000000	36.000000	0.000000	0.000000	0	0	0
176	3	2	2	0.000000	50.000000	34.666667	0.000000	0.000000	0	0	0
177	4	2	1	0.000000	47.250000	32.250000	0.000000	0.000000	0	0	0
178	2	2	2	0.000000	54.000000	33.500000	0.000000	0.000000	0	0	0
179	1	1	1	0.000000	51.000000	36.000000	0.000000	0.000000	0	0	0
180	4	2	2	0.000000	58.500000	1.750000	0.000000	0.000000	0	0	0
181	4	2	1	0.000000	40.500000	29.750000	0.000000	0.000000	0	0	0
182	7	2	1	0.000000	40.142857	33.142857	0.000000	0.000000	0	0	0
183	1	2	1	0.000000	39.000000	33.000000	0.000000	0.000000	0	0	0
184	1	3	1	0.000000	37.000000	31.000000	0.000000	0.000000	0	0	0
185	2	2	1	0.000000	37.000000	31.500000	0.000000	0.000000	0	0	0
186	1	1	1	0.000000	36.000000	31.000000	0.000000	0.000000	0	0	0
187	2	2	1	0.000000	36.500000	32.000000	0.000000	0.000000	0	0	0
188	1	3	1	0.000000	35.000000	32.000000	0.000000	0.000000	0	0	0
189	1	2	1	0.000000	32.000000	29.000000	0.000000	0.000000	0	0	0
190	4	2	1	0.000000	29.750000	27.750000	0.000000	0.000000	0	0	0
191	1	1	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
192	2	1	2	0.000000	29.500000	29.500000	0.000000	0.000000	0	0	0
193	2	1	3	0.000000	33.000000	32.000000	0.000000	0.000000	0	0	0
194	2	1	2	0.000000	35.000000	32.000000	0.000000	0.000000	0	0	0
195	3	1	2	0.000000	36.666667	33.666667	0.000000	0.000000	0	0	0
196	1	1	3	0.000000	40.000000	35.000000	0.000000	0.000000	0	0	0
197	1	1	2	0.000000	41.000000	35.000000	0.000000	0.000000	0	0	0
198	1	1	2	0.000000	43.000000	36.000000	0.000000	0.000000	0	0	0
199	2	2	2	0.000000	43.000000	35.500000	0.000000	0.000000	0	0	0
200	16	2	3	0.000000	45.375000	31.500000	0.000000	0.000000	0	0	0
201	2	2	1	0.000000	43.500000	33.000000	0.000000	0.000000	0	0	0
202	4	1	2	0.000000	44.250000	38.000000	0.000000	0.000000	0	0	0
203	5	2	2	0.000000	45.600000	37.600000	0.000000	0.000000	0	0	0
204	6	2	1	0.000000	43.666667	32.666667	0.000000	0.000000	0	0	0
205	1	2	1	0.000000	44.000000	28.000000	0.000000	0.000000	0	0	0
206	4	1	1	0.000000	42.250000	28.500000	0.000000	0.000000	0	0	0
207	1	2	2	0.000000	42.000000	29.000000	0.000000	0.000000	0	0	0
208	2	1	2	0.000000	57.000000	37.500000	0.000000	0.000000	0	0	0
209	15	3	2	0.000000	58.733333	32.800000	0.000000	0.000000	0	0	0
210	9	2	1	0.000000	59.555556	38.777778	0.000000	0.000000	0	0	0
211	1	1	1	0.000000	62.000000	38.000000	0.000000	0.000000	0	0	0
212	3	2	1	0.000000	57.666667	31.333333	0.000000	0.000000	0	0	0
213	1	1	1	0.000000	29.000000	3.000000	0.000000	0.000000	0	0	0
214	1	1	1	0.000000	57.000000	25.000000	0.000000	0.000000	0	0	0
215	5	4	1	0.000000	48.400000	31.200000	0.000000	0.000000	0	0	0
216	1	3	2	0.000000	45.000000	31.000000	0.000000	0.000000	0	0	0
217	5	4	1	0.000000	39.200000	31.800000	0.000000	0.000000	0	0	0
218	2	2	1	0.000000	35.000000	33.500000	0.000000	0.000000	0	0	0
219	1	2	1	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
220	1	1	2	0.000000	35.000000	34.000000	0.000000	0.000000	0	0	0
221	1	2	3	0.000000	39.000000	36.000000	0.000000	0.000000	0	0	0
222	3	1	1	0.000000	35.666667	32.000000	0.000000	0.000000	0	0	0
223	1	1	2	0.000000	34.000000	29.000000	0.000000	0.000000	0	0	0
224	1	1	4	0.000000	38.000000	32.000000	0.000000	0.000000	0	0	0
225	5	1	2	0.000000	39.800000	33.800000	0.000000	0.000000	0	0	0
226	2	1	2	0.000000	43.000000	35.000000	0.000000	0.000000	0	0	0
227	3	1	2	0.000000	43.333333	36.333333	0.000000	0.000000	0	0	0
228	2	1	2	0.000000	44.000000	28.000000	0.000000	0.000000	0	0	0
229	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
230	2	2	2	0.000000	48.000000	4.000000	0.000000	0.000000	0	0	0
231	12	1	1	0.000000	47.916667	31.416667	0.000000	0.000000	0	0	0
232	22	1	2	0.000000	48.136364	17.227273	0.000000	0.000000	0	0	0
233	3	1	1	0.000000	56.000000	40.000000	0.000000	0.000000	0	0	0
234	3	1	3	0.000000	55.333333	40.000000	0.000000	0.000000	0	0	0
235	7	2	2	0.000000	55.571429	34.285714	0.000000	0.000000	0	0	0
236	1	1	1	0.000000	51.000000	34.000000	0.000000	0.000000	0	0	0
237	6	2	1	0.000000	50.833333	34.166667	0.000000	0.000000	0	0	0
238	2	2	1	0.000000	50.000000	35.000000	0.000000	0.000000	0	0	0
239	3	1	2	0.000000	58.333333	43.666667	0.000000	0.000000	0	0	0
240	11	1	2	0.000000	59.090909	40.363636	0.000000	0.000000	0	0	0
241	6	1	2	0.000000	60.333333	36.000000	0.000000	0.000000	0	0	0
242	10	1	1	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
243	6	2	1	0.000000	46.500000	30.666667	0.000000	0.000000	0	0	0
244	2	1	1	0.000000	45.500000	31.000000	0.000000	0.000000	0	0	0
245	1	2	2	0.000000	46.000000	31.000000	0.000000	0.000000	0	0	0
246	8	1	1	0.000000	44.875000	30.250000	0.000000	0.000000	0	0	0
247	9	1	1	0.000000	39.444444	23.444444	0.000000	0.000000	0	0	0
248	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
249	15	1	1	0.000000	41.666667	23.933333	0.000000	0.000000	0	0	0
250	5	2	1	0.000000	49.200000	27.200000	0.000000	0.000000	0	0	0
251	2	1	1	0.000000	49.500000	31.000000	0.000000	0.000000	0	0	0
252	2	1	1	0.000000	50.000000	28.500000	0.000000	0.000000	0	0	0
253	1	3	1	0.000000	78.000000	30.000000	0.000000	0.000000	0	0	0
254	3	2	1	0.000000	53.000000	22.333333	0.000000	0.000000	0	0	0
255	2	1	1	0.000000	54.000000	34.000000	0.000000	0.000000	0	0	0
256	35	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
257	7	1	3	0.000000	55.142857	36.571429	0.000000	0.000000	0	0	0
258	7	2	1	0.000000	55.857143	31.714286	0.000000	0.000000	0	0	0
259	5	2	1	0.000000	53.800000	27.600000	0.000000	0.000000	0	0	0
260	8	1	1	0.000000	58.625000	40.000000	0.000000	0.000000	0	0	0
261	1	3	2	0.000000	44.000000	32.000000	0.000000	0.000000	0	0	0
262	6	1	1	0.000000	34.166667	20.666667	0.000000	0.000000	0	0	0
263	1	2	2	0.000000	34.000000	3.000000	0.000000	0.000000	0	0	0
264	2	1	1	0.000000	29.500000	24.500000	0.000000	0.000000	0	0	0
265	5	1	2	0.000000	30.800000	24.600000	0.000000	0.000000	0	0	0
266	1	1	2	0.000000	31.000000	23.000000	0.000000	0.000000	0	0	0
267	7	1	2	0.000000	34.000000	22.714286	0.000000	0.000000	0	0	0
268	2	3	3	0.000000	41.500000	27.000000	0.000000	0.000000	0	0	0
269	5	2	1	0.000000	40.600000	7.400000	0.000000	0.000000	0	0	0
270	4	2	1	0.000000	40.250000	26.500000	0.000000	0.000000	0	0	0
271	7	1	1	0.000000	36.285714	20.857143	0.000000	0.000000	0	0	0
272	3	1	2	0.000000	37.666667	20.000000	0.000000	0.000000	0	0	0
273	1	2	1	0.000000	38.000000	23.000000	0.000000	0.000000	0	0	0
274	10	2	2	0.000000	41.800000	22.000000	0.000000	0.000000	0	0	0
275	1	1	1	0.000000	45.000000	32.000000	0.000000	0.000000	0	0	0
276	1	1	3	0.000000	40.000000	38.000000	0.000000	0.000000	0	0	0
277	1	1	2	0.000000	41.000000	37.000000	0.000000	0.000000	0	0	0
278	1	2	2	0.000000	44.000000	38.000000	0.000000	0.000000	0	0	0
279	1	2	1	0.000000	40.000000	34.000000	0.000000	0.000000	0	0	0
280	2	2	1	0.000000	36.000000	27.500000	0.000000	0.000000	0	0	0
281	1	2	1	0.000000	34.000000	25.000000	0.000000	0.000000	0	0	0
282	2	1	1	0.000000	33.000000	24.000000	0.000000	0.000000	0	0	0
283	1	2	2	0.000000	34.000000	25.000000	0.000000	0.000000	0	0	0
284	1	2	1	0.000000	31.000000	23.000000	0.000000	0.000000	0	0	0
285	15	1	1	0.000000	43.266667	20.066667	0.000000	0.000000	0	0	0
286	11	2	1	0.000000	41.181818	30.090909	0.000000	0.000000	0	0	0
287	4	1	1	0.000000	42.500000	31.500000	0.000000	0.000000	0	0	0
288	19	1	2	0.000000	44.473684	31.894737	0.000000	0.000000	0	0	0
289	4	1	3	0.000000	38.500000	25.750000	0.000000	0.000000	0	0	0
290	5	2	1	0.000000	37.400000	21.200000	0.000000	0.000000	0	0	0
291	17	2	2	0.000000	34.823529	17.470588	0.000000	0.000000	0	0	0
292	1	1	2	0.000000	37.000000	30.000000	0.000000	0.000000	0	0	0
293	11	2	3	0.000000	52.727273	31.909091	0.000000	0.000000	0	0	0
294	4	2	1	0.000000	51.500000	10.250000	0.000000	0.000000	0	0	0
295	3	2	2	0.000000	48.666667	29.666667	0.000000	0.000000	0	0	0
296	5	1	1	0.000000	45.800000	30.000000	0.000000	0.000000	0	0	0
297	5	1	2	0.000000	49.800000	31.400000	0.000000	0.000000	0	0	0
298	3	2	3	0.000000	53.333333	34.333333	0.000000	0.000000	0	0	0
299	10	2	2	0.000000	49.500000	35.400000	0.000000	0.000000	0	0	0
300	3	1	2	0.000000	57.000000	38.000000	0.000000	0.000000	0	0	0
301	8	1	2	0.000000	57.250000	39.750000	0.000000	0.000000	0	0	0
302	3	2	1	0.000000	58.000000	36.000000	0.000000	0.000000	0	0	0
303	3	1	2	0.000000	59.333333	37.333333	0.000000	0.000000	0	0	0
304	12	1	2	0.000000	55.916667	34.333333	0.000000	0.000000	0	0	0
305	17	2	2	0.000000	50.000000	8.882353	0.000000	0.000000	0	0	0
306	1	1	2	0.000000	29.000000	24.000000	0.000000	0.000000	0	0	0
307	1	1	2	0.000000	29.000000	23.000000	0.000000	0.000000	0	0	0
308	1	1	2	0.000000	31.000000	25.000000	0.000000	0.000000	0	0	0
309	1	1	3	0.000000	35.000000	28.000000	0.000000	0.000000	0	0	0
310	1	1	2	0.000000	35.000000	27.000000	0.000000	0.000000	0	0	0
311	3	1	3	0.000000	39.000000	30.000000	0.000000	0.000000	0	0	0
312	1	1	2	0.000000	41.000000	32.000000	0.000000	0.000000	0	0	0
313	1	1	2	0.000000	43.000000	34.000000	0.000000	0.000000	0	0	0
314	1	1	2	0.000000	43.000000	34.000000	0.000000	0.000000	0	0	0
315	4	2	2	0.000000	52.500000	36.500000	0.000000	0.000000	0	0	0
316	1	2	1	0.000000	52.000000	33.000000	0.000000	0.000000	0	0	0
317	2	2	2	0.000000	51.500000	31.000000	0.000000	0.000000	0	0	0
318	1	1	1	0.000000	52.000000	29.000000	0.000000	0.000000	0	0	0
319	6	1	1	0.000000	52.166667	26.833333	0.000000	0.000000	0	0	0
320	5	1	2	0.000000	52.400000	18.200000	0.000000	0.000000	0	0	0
321	1	2	3	0.000000	102.000000	3.000000	0.000000	0.000000	0	0	0
322	7	3	2	0.000000	50.285714	22.714286	0.000000	0.000000	0	0	0
323	4	2	2	0.000000	39.750000	28.500000	0.000000	0.000000	0	0	0
324	1	2	1	0.000000	37.000000	29.000000	0.000000	0.000000	0	0	0
325	1	3	1	0.000000	36.000000	29.000000	0.000000	0.000000	0	0	0
326	2	3	1	0.000000	33.500000	28.000000	0.000000	0.000000	0	0	0
327	3	2	1	0.000000	32.666667	31.666667	0.000000	0.000000	0	0	0
328	1	2	1	0.000000	31.000000	31.000000	0.000000	0.000000	0	0	0
329	1	2	1	0.000000	30.000000	30.000000	0.000000	0.000000	0	0	0
330	1	3	1	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
331	1	1	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
332	1	2	2	0.000000	28.000000	27.000000	0.000000	0.000000	0	0	0
333	2	1	1	0.000000	27.000000	24.500000	0.000000	0.000000	0	0	0
334	4	1	3	0.000000	47.500000	35.500000	0.000000	0.000000	0	0	0
335	1	2	2	0.000000	51.000000	40.000000	0.000000	0.000000	0	0	0
336	11	1	1	0.000000	50.545455	36.727273	0.000000	0.000000	0	0	0
337	4	2	2	0.000000	52.500000	28.500000	0.000000	0.000000	0	0	0
338	2	2	1	0.000000	49.000000	30.000000	0.000000	0.000000	0	0	0
339	25	1	2	0.000000	44.760000	28.080000	0.000000	0.000000	0	0	0
340	8	2	2	0.000000	50.125000	32.750000	0.000000	0.000000	0	0	0
341	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
342	8	1	1	0.000000	50.500000	29.625000	0.000000	0.000000	0	0	0
343	7	1	2	0.000000	51.571429	6.285714	0.000000	0.000000	0	0	0
344	1	1	2	0.000000	53.000000	36.000000	0.000000	0.000000	0	0	0
345	5	1	2	0.000000	55.000000	37.400000	0.000000	0.000000	0	0	0
346	3	1	1	0.000000	58.666667	39.000000	0.000000	0.000000	0	0	0
347	18	2	2	0.000000	52.944444	25.500000	0.000000	0.000000	0	0	0
348	5	1	2	0.000000	42.800000	25.600000	0.000000	0.000000	0	0	0
349	5	1	2	0.000000	41.800000	24.400000	0.000000	0.000000	0	0	0
350	4	1	2	0.000000	45.000000	29.250000	0.000000	0.000000	0	0	0
351	3	2	2	0.000000	48.666667	31.666667	0.000000	0.000000	0	0	0
352	11	2	2	0.000000	52.363636	32.090909	0.000000	0.000000	0	0	0
353	1	1	1	0.000000	45.000000	29.000000	0.000000	0.000000	0	0	0
354	1	2	1	0.000000	45.000000	1.000000	0.000000	0.000000	0	0	0
355	10	2	2	0.000000	46.900000	21.400000	0.000000	0.000000	0	0	0
