ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
110	5	2	1	0.000000	28.000000	20.200000	0.000000	0.000000	0	0	0
111	1	2	1	0.000000	28.000000	20.000000	0.000000	0.000000	0	0	0
112	2	1	1	0.000000	28.500000	21.000000	0.000000	0.000000	0	0	0
113	20	1	2	0.000000	30.750000	22.800000	0.000000	0.000000	0	0	0
114	8	1	1	0.000000	24.375000	15.250000	0.000000	0.000000	0	0	0
115	4	1	1	0.000000	36.750000	24.500000	0.000000	0.000000	0	0	0
116	15	1	2	0.000000	39.600000	23.066667	0.000000	0.000000	0	0	0
117	1	2	2	0.000000	39.000000	25.000000	0.000000	0.000000	0	0	0
118	5	2	1	0.000000	36.800000	22.800000	0.000000	0.000000	0	0	0
119	10	2	2	0.000000	43.300000	19.400000	0.000000	0.000000	0	0	0
120	1	1	1	0.000000	44.000000	28.000000	0.000000	0.000000	0	0	0
121	3	1	2	0.000000	46.666667	27.666667	0.000000	0.000000	0	0	0
122	18	1	2	0.000000	45.222222	28.222222	0.000000	0.000000	0	0	0
123	14	1	2	0.000000	43.214286	10.500000	0.000000	0.000000	0	0	0
124	5	2	2	0.000000	38.000000	22.000000	0.000000	0.000000	0	0	0
125	31	2	1	0.000000	30.516129	16.548387	0.000000	0.000000	0	0	0
126	10	1	1	0.000000	29.000000	18.400000	0.000000	0.000000	0	0	0
127	3	1	1	0.000000	33.000000	15.333333	0.000000	0.000000	0	0	0
128	65	1	2	0.000000	2.184615	1.769231	0.000000	0.000000	0	0	0
129	3	1	2	0.000000	27.000000	20.333333	0.000000	0.000000	0	0	0
130	4	2	2	0.000000	28.250000	19.000000	0.000000	0.000000	0	0	0
131	3	1	1	0.000000	30.000000	20.666667	0.000000	0.000000	0	0	0
132	1	2	2	0.000000	30.000000	20.000000	0.000000	0.000000	0	0	0
133	4	2	3	0.000000	30.500000	7.250000	0.000000	0.000000	0	0	0
134	7	1	2	0.000000	31.571429	24.000000	0.000000	0.000000	0	0	0
135	5	2	2	0.000000	38.600000	25.600000	0.000000	0.000000	0	0	0
136	2	1	2	0.000000	37.000000	18.000000	0.000000	0.000000	0	0	0
137	2	1	2	0.000000	33.500000	24.500000	0.000000	0.000000	0	0	0
138	11	1	1	0.000000	38.545455	18.454545	0.000000	0.000000	0	0	0
139	3	1	2	0.000000	40.666667	21.000000	0.000000	0.000000	0	0	0
140	9	1	1	0.000000	44.777778	14.222222	0.000000	0.000000	0	0	0
141	4	2	2	0.000000	44.000000	28.000000	0.000000	0.000000	0	0	0
142	11	1	1	0.000000	41.363636	27.454545	0.000000	0.000000	0	0	0
143	1	1	3	0.000000	39.000000	25.000000	0.000000	0.000000	0	0	0
144	4	1	2	0.000000	34.250000	19.750000	0.000000	0.000000	0	0	0
145	21	1	2	0.000000	37.095238	16.238095	0.000000	0.000000	0	0	0
146	15	2	2	0.000000	42.133333	22.800000	0.000000	0.000000	0	0	0
147	8	2	2	0.000000	29.250000	21.125000	0.000000	0.000000	0	0	0
148	38	1	2	0.000000	24.315789	16.184211	0.000000	0.000000	0	0	0
149	11	2	2	0.000000	34.090909	8.090909	0.000000	0.000000	0	0	0
150	12	1	1	0.000000	30.333333	18.416667	0.000000	0.000000	0	0	0
151	11	2	2	0.000000	30.818182	19.727273	0.000000	0.000000	0	0	0
152	8	2	1	0.000000	32.125000	8.875000	0.000000	0.000000	0	0	0
153	1	1	1	0.000000	33.000000	17.000000	0.000000	0.000000	0	0	0
154	13	1	1	0.000000	23.692308	10.692308	0.000000	0.000000	0	0	0
155	13	1	1	0.000000	26.923077	16.076923	0.000000	0.000000	0	0	0
156	9	1	2	0.000000	30.000000	23.111111	0.000000	0.000000	0	0	0
157	2	1	2	0.000000	39.500000	20.000000	0.000000	0.000000	0	0	0
158	1	2	2	0.000000	39.000000	21.000000	0.000000	0.000000	0	0	0
159	10	1	1	0.000000	39.200000	19.300000	0.000000	0.000000	0	0	0
160	3	1	2	0.000000	36.666667	16.666667	0.000000	0.000000	0	0	0
161	6	1	1	0.000000	32.166667	20.166667	0.000000	0.000000	0	0	0
162	12	2	2	0.000000	36.000000	22.083333	0.000000	0.000000	0	0	0
163	14	3	1	0.000000	38.642857	12.428571	0.000000	0.000000	0	0	0
164	7	2	1	0.000000	35.857143	23.000000	0.000000	0.000000	0	0	0
165	1	1	1	0.000000	36.000000	22.000000	0.000000	0.000000	0	0	0
166	29	2	2	0.000000	35.758621	17.965517	0.000000	0.000000	0	0	0
167	4	2	2	0.000000	36.000000	1.750000	0.000000	0.000000	0	0	0
168	5	2	2	0.000000	33.600000	22.600000	0.000000	0.000000	0	0	0
169	12	2	1	0.000000	34.166667	22.083333	0.000000	0.000000	0	0	0
170	8	1	1	0.000000	38.625000	22.750000	0.000000	0.000000	0	0	0
171	10	1	2	0.000000	45.500000	23.100000	0.000000	0.000000	0	0	0
172	13	1	1	0.000000	34.538462	19.615385	0.000000	0.000000	0	0	0
173	5	2	2	0.000000	36.800000	19.800000	0.000000	0.000000	0	0	0
174	4	2	1	0.000000	36.000000	20.000000	0.000000	0.000000	0	0	0
175	9	1	2	0.000000	29.777778	17.333333	0.000000	0.000000	0	0	0
176	4	1	2	0.000000	27.500000	15.250000	0.000000	0.000000	0	0	0
177	12	2	2	0.000000	30.083333	19.083333	0.000000	0.000000	0	0	0
178	4	2	2	0.000000	33.250000	20.500000	0.000000	0.000000	0	0	0
179	4	1	1	0.000000	32.250000	19.250000	0.000000	0.000000	0	0	0
180	7	2	2	0.000000	33.285714	11.000000	0.000000	0.000000	0	0	0
181	15	2	1	0.000000	31.733333	17.333333	0.000000	0.000000	0	0	0
182	8	1	1	0.000000	29.500000	16.500000	0.000000	0.000000	0	0	0
183	1	2	1	0.000000	35.000000	24.000000	0.000000	0.000000	0	0	0
184	4	1	1	0.000000	29.250000	19.250000	0.000000	0.000000	0	0	0
185	2	1	2	0.000000	28.500000	17.500000	0.000000	0.000000	0	0	0
186	3	2	1	0.000000	33.333333	19.666667	0.000000	0.000000	0	0	0
187	11	2	1	0.000000	35.818182	10.636364	0.000000	0.000000	0	0	0
188	14	2	1	0.000000	38.500000	20.071429	0.000000	0.000000	0	0	0
189	4	1	1	0.000000	41.500000	26.000000	0.000000	0.000000	0	0	0
190	9	2	2	0.000000	41.222222	26.888889	0.000000	0.000000	0	0	0
191	3	1	2	0.000000	40.333333	27.000000	0.000000	0.000000	0	0	0
192	3	2	2	0.000000	39.666667	30.666667	0.000000	0.000000	0	0	0
193	8	1	1	0.000000	36.125000	25.500000	0.000000	0.000000	0	0	0
194	2	1	1	0.000000	36.000000	21.000000	0.000000	0.000000	0	0	0
195	37	1	1	0.000000	28.162162	14.540541	0.000000	0.000000	0	0	0
196	1	1	2	0.000000	27.000000	17.000000	0.000000	0.000000	0	0	0
197	21	2	2	0.000000	31.000000	20.809524	0.000000	0.000000	0	0	0
198	3	2	1	0.000000	31.666667	22.666667	0.000000	0.000000	0	0	0
199	44	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
200	2	1	3	0.000000	33.500000	20.500000	0.000000	0.000000	0	0	0
201	3	1	1	0.000000	30.666667	22.333333	0.000000	0.000000	0	0	0
202	56	1	2	0.000000	33.892857	18.410714	0.000000	0.000000	0	0	0
203	5	2	2	0.000000	33.600000	15.800000	0.000000	0.000000	0	0	0
204	4	2	1	0.000000	31.750000	14.250000	0.000000	0.000000	0	0	0
205	14	1	1	0.000000	26.071429	14.500000	0.000000	0.000000	0	0	0
206	21	1	1	0.000000	31.428571	18.523810	0.000000	0.000000	0	0	0
207	6	2	2	0.000000	35.166667	22.666667	0.000000	0.000000	0	0	0
208	1	1	1	0.000000	36.000000	25.000000	0.000000	0.000000	0	0	0
209	4	1	2	0.000000	27.500000	17.750000	0.000000	0.000000	0	0	0
210	9	2	2	0.000000	28.888889	19.333333	0.000000	0.000000	0	0	0
211	5	1	1	0.000000	28.000000	15.200000	0.000000	0.000000	0	0	0
212	19	1	1	0.000000	35.421053	23.684211	0.000000	0.000000	0	0	0
213	23	1	1	0.000000	40.347826	15.130435	0.000000	0.000000	0	0	0
214	19	2	2	0.000000	33.736842	18.578947	0.000000	0.000000	0	0	0
215	23	1	1	0.000000	32.434783	19.434783	0.000000	0.000000	0	0	0
216	1	1	1	0.000000	34.000000	23.000000	0.000000	0.000000	0	0	0
217	9	2	2	0.000000	34.111111	20.444444	0.000000	0.000000	0	0	0
218	8	1	1	0.000000	33.750000	18.250000	0.000000	0.000000	0	0	0
219	2	2	2	0.000000	37.500000	20.500000	0.000000	0.000000	0	0	0
220	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
221	5	1	2	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
222	11	1	1	0.000000	27.818182	19.454545	0.000000	0.000000	0	0	0
223	5	3	2	0.000000	26.000000	17.000000	0.000000	0.000000	0	0	0
224	7	1	1	0.000000	25.714286	17.285714	0.000000	0.000000	0	0	0
225	14	1	1	0.000000	30.714286	17.857143	0.000000	0.000000	0	0	0
226	7	1	1	0.000000	33.142857	23.714286	0.000000	0.000000	0	0	0
227	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
228	58	1	0	0.000000	1.034483	1.034483	0.000000	0.000000	0	0	0
229	9	2	1	0.000000	36.222222	18.777778	0.000000	0.000000	0	0	0
230	10	1	2	0.000000	25.100000	10.700000	0.000000	0.000000	0	0	0
231	6	1	2	0.000000	27.666667	14.166667	0.000000	0.000000	0	0	0
232	45	2	3	0.000000	33.288889	12.177778	0.000000	0.000000	0	0	0
233	5	1	1	0.000000	33.600000	22.800000	0.000000	0.000000	0	0	0
234	3	2	2	0.000000	21.000000	11.333333	0.000000	0.000000	0	0	0
235	1	1	1	0.000000	23.000000	16.000000	0.000000	0.000000	0	0	0
236	36	2	2	0.000000	25.444444	15.638889	0.000000	0.000000	0	0	0
237	22	2	2	0.000000	33.454545	26.500000	0.000000	0.000000	0	0	0
238	8	1	1	0.000000	26.125000	18.125000	0.000000	0.000000	0	0	0
239	3	2	2	0.000000	29.333333	21.333333	0.000000	0.000000	0	0	0
240	27	1	1	0.000000	35.851852	20.222222	0.000000	0.000000	0	0	0
241	11	1	2	0.000000	34.818182	2.818182	0.000000	0.000000	0	0	0
242	9	1	1	0.000000	26.333333	19.666667	0.000000	0.000000	0	0	0
243	1	1	2	0.000000	26.000000	19.000000	0.000000	0.000000	0	0	0
244	3	1	2	0.000000	27.666667	19.333333	0.000000	0.000000	0	0	0
245	22	2	2	0.000000	35.727273	21.363636	0.000000	0.000000	0	0	0
246	15	1	1	0.000000	32.000000	19.933333	0.000000	0.000000	0	0	0
247	14	1	1	0.000000	30.714286	20.142857	0.000000	0.000000	0	0	0
248	3	1	2	0.000000	27.666667	15.666667	0.000000	0.000000	0	0	0
249	13	2	1	0.000000	26.153846	13.615385	0.000000	0.000000	0	0	0
250	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
251	16	1	2	0.000000	1.750000	1.750000	0.000000	0.000000	0	0	0
252	1	3	2	0.000000	45.000000	26.000000	0.000000	0.000000	0	0	0
253	4	1	1	0.000000	41.500000	26.500000	0.000000	0.000000	0	0	0
254	7	1	2	0.000000	39.000000	11.000000	0.000000	0.000000	0	0	0
255	50	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
256	20	2	3	0.000000	35.800000	15.700000	0.000000	0.000000	0	0	0
257	6	2	1	0.000000	35.000000	20.166667	0.000000	0.000000	0	0	0
258	18	1	2	0.000000	37.611111	25.111111	0.000000	0.000000	0	0	0
259	27	2	2	0.000000	27.037037	4.518519	0.000000	0.000000	0	0	0
260	8	1	1	0.000000	37.625000	27.750000	0.000000	0.000000	0	0	0
261	15	2	2	0.000000	35.000000	7.266667	0.000000	0.000000	0	0	0
262	7	1	2	0.000000	22.857143	16.714286	0.000000	0.000000	0	0	0
263	9	1	2	0.000000	23.444444	3.666667	0.000000	0.000000	0	0	0
264	2	2	2	0.000000	40.000000	26.500000	0.000000	0.000000	0	0	0
265	16	1	2	0.000000	29.937500	16.125000	0.000000	0.000000	0	0	0
266	41	1	1	0.000000	1.073171	1.073171	0.000000	0.000000	0	0	0
267	1	1	1	0.000000	33.000000	20.000000	0.000000	0.000000	0	0	0
268	1	2	1	0.000000	33.000000	23.000000	0.000000	0.000000	0	0	0
269	8	1	1	0.000000	34.125000	10.875000	0.000000	0.000000	0	0	0
270	5	1	2	0.000000	26.800000	19.400000	0.000000	0.000000	0	0	0
271	15	1	1	0.000000	30.666667	21.200000	0.000000	0.000000	0	0	0
272	1	1	1	0.000000	34.000000	23.000000	0.000000	0.000000	0	0	0
273	16	1	2	0.000000	32.500000	22.000000	0.000000	0.000000	0	0	0
274	1	2	2	0.000000	34.000000	2.000000	0.000000	0.000000	0	0	0
275	7	1	3	0.000000	33.857143	18.285714	0.000000	0.000000	0	0	0
276	6	3	2	0.000000	35.333333	22.000000	0.000000	0.000000	0	0	0
277	57	1	1	0.000000	1.631579	1.385965	0.000000	0.000000	0	0	0
278	8	2	2	0.000000	23.875000	13.375000	0.000000	0.000000	0	0	0
279	10	1	1	0.000000	23.200000	9.500000	0.000000	0.000000	0	0	0
280	11	2	2	0.000000	23.454545	16.181818	0.000000	0.000000	0	0	0
281	2	1	1	0.000000	23.000000	13.000000	0.000000	0.000000	0	0	0
282	17	1	1	0.000000	33.117647	24.823529	0.000000	0.000000	0	0	0
283	3	2	2	0.000000	32.666667	22.333333	0.000000	0.000000	0	0	0
284	17	1	1	0.000000	33.823529	23.235294	0.000000	0.000000	0	0	0
285	13	1	1	0.000000	36.230769	16.538462	0.000000	0.000000	0	0	0
286	3	3	2	0.000000	39.333333	23.666667	0.000000	0.000000	0	0	0
287	1	1	1	0.000000	35.000000	22.000000	0.000000	0.000000	0	0	0
288	2	2	2	0.000000	38.000000	24.000000	0.000000	0.000000	0	0	0
289	20	1	1	0.000000	37.950000	23.550000	0.000000	0.000000	0	0	0
290	5	1	1	0.000000	34.600000	22.600000	0.000000	0.000000	0	0	0
291	1	2	1	0.000000	34.000000	20.000000	0.000000	0.000000	0	0	0
292	46	1	1	0.000000	1.043478	1.043478	0.000000	0.000000	0	0	0
293	8	2	1	0.000000	32.125000	17.125000	0.000000	0.000000	0	0	0
294	3	2	2	0.000000	36.333333	27.333333	0.000000	0.000000	0	0	0
295	7	2	2	0.000000	38.857143	22.571429	0.000000	0.000000	0	0	0
296	5	1	2	0.000000	34.400000	21.000000	0.000000	0.000000	0	0	0
297	27	2	2	0.000000	35.148148	16.259259	0.000000	0.000000	0	0	0
298	5	2	1	0.000000	37.800000	24.600000	0.000000	0.000000	0	0	0
299	14	2	1	0.000000	39.571429	27.714286	0.000000	0.000000	0	0	0
300	15	2	2	0.000000	26.533333	8.800000	0.000000	0.000000	0	0	0
301	1	1	1	0.000000	27.000000	13.000000	0.000000	0.000000	0	0	0
302	12	2	2	0.000000	33.666667	16.250000	0.000000	0.000000	0	0	0
303	4	1	2	0.000000	35.250000	23.750000	0.000000	0.000000	0	0	0
304	10	2	2	0.000000	32.800000	18.100000	0.000000	0.000000	0	0	0
305	7	1	1	0.000000	29.142857	21.000000	0.000000	0.000000	0	0	0
306	10	2	2	0.000000	31.900000	24.000000	0.000000	0.000000	0	0	0
307	9	1	1	0.000000	31.444444	19.333333	0.000000	0.000000	0	0	0
308	7	1	1	0.000000	34.571429	22.857143	0.000000	0.000000	0	0	0
309	14	1	1	0.000000	25.142857	14.714286	0.000000	0.000000	0	0	0
310	22	1	1	0.000000	20.500000	11.136364	0.000000	0.000000	0	0	0
311	2	1	2	0.000000	28.000000	17.000000	0.000000	0.000000	0	0	0
312	13	1	1	0.000000	29.846154	15.153846	0.000000	0.000000	0	0	0
313	3	2	2	0.000000	29.000000	20.666667	0.000000	0.000000	0	0	0
314	1	2	2	0.000000	36.000000	19.000000	0.000000	0.000000	0	0	0
315	5	1	1	0.000000	36.800000	20.600000	0.000000	0.000000	0	0	0
316	2	1	2	0.000000	35.500000	22.000000	0.000000	0.000000	0	0	0
317	9	2	1	0.000000	26.000000	15.333333	0.000000	0.000000	0	0	0
318	17	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
319	2	1	1	0.000000	32.500000	16.000000	0.000000	0.000000	0	0	0
320	7	1	3	0.000000	36.857143	20.428571	0.000000	0.000000	0	0	0
321	16	1	2	0.000000	37.000000	18.250000	0.000000	0.000000	0	0	0
322	1	1	1	0.000000	41.000000	24.000000	0.000000	0.000000	0	0	0
323	2	2	1	0.000000	36.500000	22.000000	0.000000	0.000000	0	0	0
324	3	2	1	0.000000	35.000000	20.000000	0.000000	0.000000	0	0	0
325	1	1	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
326	8	1	1	0.000000	19.000000	13.875000	0.000000	0.000000	0	0	0
327	8	1	2	0.000000	22.250000	16.375000	0.000000	0.000000	0	0	0
328	1	1	1	0.000000	20.000000	14.000000	0.000000	0.000000	0	0	0
329	8	1	2	0.000000	22.875000	14.125000	0.000000	0.000000	0	0	0
330	2	1	1	0.000000	25.500000	11.000000	0.000000	0.000000	0	0	0
331	19	1	1	0.000000	26.789474	13.368421	0.000000	0.000000	0	0	0
332	8	2	2	0.000000	34.375000	17.500000	0.000000	0.000000	0	0	0
333	5	1	1	0.000000	32.800000	19.200000	0.000000	0.000000	0	0	0
334	42	2	2	0.000000	32.309524	17.119048	0.000000	0.000000	0	0	0
335	13	1	2	0.000000	39.384615	22.230769	0.000000	0.000000	0	0	0
336	5	1	2	0.000000	38.600000	21.000000	0.000000	0.000000	0	0	0
337	7	1	2	0.000000	36.857143	19.142857	0.000000	0.000000	0	0	0
338	18	2	1	0.000000	39.166667	23.333333	0.000000	0.000000	0	0	0
339	1	1	1	0.000000	40.000000	23.000000	0.000000	0.000000	0	0	0
340	2	2	2	0.000000	40.500000	24.500000	0.000000	0.000000	0	0	0
341	2	1	1	0.000000	39.500000	23.000000	0.000000	0.000000	0	0	0
342	3	2	1	0.000000	37.666667	23.333333	0.000000	0.000000	0	0	0
343	13	1	1	0.000000	33.692308	17.923077	0.000000	0.000000	0	0	0
344	6	2	2	0.000000	35.500000	2.000000	0.000000	0.000000	0	0	0
345	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
346	16	1	2	0.000000	30.687500	19.000000	0.000000	0.000000	0	0	0
347	5	1	1	0.000000	33.000000	18.200000	0.000000	0.000000	0	0	0
348	3	1	1	0.000000	39.333333	17.666667	0.000000	0.000000	0	0	0
349	4	2	2	0.000000	37.750000	20.000000	0.000000	0.000000	0	0	0
350	14	1	2	0.000000	30.357143	5.571429	0.000000	0.000000	0	0	0
351	57	1	2	0.000000	24.824561	16.543860	0.000000	0.000000	0	0	0
352	14	1	2	0.000000	32.000000	16.285714	0.000000	0.000000	0	0	0
353	16	1	1	0.000000	31.687500	20.125000	0.000000	0.000000	0	0	0
354	4	2	2	0.000000	35.750000	22.750000	0.000000	0.000000	0	0	0
355	3	2	1	0.000000	33.000000	20.666667	0.000000	0.000000	0	0	0
